bedrooms,building_size_m2,bathrooms,carports,price_in_rp,floor_count,url,building_age,city,certificate,electricity_power,land_size_m2,property_condition,district,location,description,title
3,200 m²,2,2,Rp 110 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39313300/,,Jakarta Selatan,SHM,Lainnya,180 m²,Bagus,Kalibata,"Kalibata, Jakarta Selatan",One gate sistem komplek yg nyaman aman dengan kemudahan akses,"Rumah Bagus di Perumahan Kalibata Indah, Jl. Rawajati Timur, Rawajati, Pancoran, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12750, Kalibata SHM"
5,550 m²,4,,Rp 550 Juta/tahun,,https://www.rumah123.com/properti/jakarta-selatan/hor14276237/,,Jakarta Selatan,Lainnya,Lainnya,400 m²,,Kuningan,"Kuningan, Jakarta Selatan","Disewakan Hunian Indah dan Nyaman

- Berlokasi strategis
- Lingkungan yang aman dan nyaman
- Bebas banjir
- Dekat ke pusat perbelanjaan, sekolah, dan rumah sakit

550 Juta/Tahun 

Minat? Call Me",Disewakan Hunian Indah dan Nyaman
4,240 m²,4,1,Rp 180 Juta per tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor12300051/,,Jakarta Selatan,SHM,5500 Watt,149 m²,Bagus,Pejaten,"Pejaten, Jakarta Selatan","Disewakan Rumah di Siaga, Pejaten, Jakarta Selatan ~ Dalam Cluster Luas Tanah : 149m2 Luas Bangunan : 240m2 2 lantai Kamar Tidur : 4 + 1 Kamar Mandi : 4 + 1 Listrik : 5500Watt AC 4 unit hadap timur Code : EA Open Price : Rp.180juta per tahun ( Nego ) Contact, Ecko 08788055xxx",Rumah Minimalis Di Siaga Pejaten Barat 4 Kamar Siap Huni No Pets
3,174 m²,2,3,Rp 120 Juta/tahun,2,https://www.rumah123.com/properti/tangerang-selatan/hor39402312/,,Tangerang Selatan,SHM,3500 Watt,190 m²,Bagus,Ciputat,"Ciputat, Tangerang Selatan","Jual / sewa : Jual / Sewa
Alamat lengkap : Ciputat , Tangsel
Luas bangunan : 174
Luas tanah : 190
Lebar x panjang : 7.66 x 24.8

Hadap : Barat
Jumlah kamar tidur : 3
kamar mandi : 2
Jumlah lantai: 2
Garasi : Tidak Ada
Carport: 3 Mobil
Air : Sumur Bor
Daya Listrik : 3500
Sertifikat ( HGB / AJB / SHM ) : SHM 
Furnish / unfurnish: Semi Furnish
Peralatan : Wastafel, AC, Peralatan Kamar Mandi yang menempel
Harga : 2,85M / 120jt per tahun
#CNL",Disewakan Rumah Bagus Luas Tanah 190 Meterdi Ciputat Tangerang
4,300 m²,3,,Rp 110 Juta/tahun,2,https://www.rumah123.com/properti/surabaya/hor39270968/,,Surabaya,SHM,Lainnya,200 m²,Bagus,Rungkut,"Rungkut, Surabaya","Rumah di Trenggilis Utara Surabaya menawarkan kenyamanan dan kemudahan akses. Hunian ini cocok untuk keluarga yang mencari rumah dengan banyak ruang.

Berikut detail properti:

-   Luas lahan: 200 m²
-   Luas bangunan: 300 m²
-   Tipe: Sewa
-   Sertifikat: SHM
-   Kategori: Rumah
-   Kondisi: Bagus
-   Kota: KOTA SURABAYA
-   Kecamatan: RUNGKUT
-   Kamar Tidur: 4
-   Kamar Mandi: 3
-   Lantai: 2
-   Harga: Rp.110.000.xxx

Segera dapatkan hunian impian Anda!",Rumah Trengilis Utara Surabaya
4,210 m²,3,2,Rp 75 Juta per tahun,1,https://www.rumah123.com/properti/tangerang-selatan/hor16023741/,,Tangerang Selatan,SHM,2200 Watt,160 m²,Bagus,Pamulang,"Pamulang, Tangerang Selatan","Baru direnovasi 
Semi Furnish 
Balkon 
Carport 2 
Teras lantai 1 luas 4× 4 M
Teras balkon super luas 40 m2
Bonus: 
- Kitchen Set 
- Refrigerator dan freezer jumbo
-Permanen Stove (kompor)
- Water Heater 
- AC setiap kamar 

Strategis
- Dekat dengan Universitas Pamulang 
- RSUD Tangerang Selatan 
- RS Sari Asih Ciputat 
- 5 menit ke pusat kota

Harga sewa 75 juta net.pertahun full furnish


IKE
ERA FIESTA SAWANGAN",Rumah Dalam Komplek Lingkungan Asri Diperumahan Pamulang Permai
4,210 m²,3,1,Rp 75 Juta/tahun,2,https://www.rumah123.com/properti/surabaya/hor39153961/,,Surabaya,SHM,Lainnya,135 m²,Bagus,Citraland,"Citraland, Surabaya","FOR RENT Rumah Minimalis Siap Huni Woodland Citraland

Baru renovasi
4 AC semua baru 
Kamar Utama super luas
Ada Bathtub
Row 4 Mobil
Lt 135 (9x15) 
Lb 210 (2 Lantai)
Kt 4+1
KM 3+1
Hadap utara
Semi Furnish (AC, Kitchen set, water heater, korden)

Sewa 75 Juta Nego
Minim 2 th

Hub :
Tjandra II Winston Citraland",FOR RENT Rumah Minimalis Siap Huni Woodland Citraland
3,120 m²,2,,Rp 65 Juta/bulan,1,https://www.rumah123.com/properti/surabaya/hor19132035/,,Surabaya,SHM,Lainnya,152 m²,Bagus,Surabaya Kota,"Surabaya Kota, Surabaya","Bangunan 1 lantai
- LT   8 x 19
- LB  120 m2 
- KT.  3 + 1
- KM  2 + 1
- 2200 W / PDAM
- SHM
- Harga. 2,75 M/ nego
- Harga sewa 65 jt/ thn",Dijual / Disewa Rumah Central Park A.Yani
6,280 m²,3,1,Rp 155 Juta/tahun,2,https://www.rumah123.com/properti/surabaya/hor19220014/,,Surabaya,Lainnya,Lainnya,300 m²,Bagus,Ngagel,"Ngagel, Surabaya","*Disewa/Jual Rumah Mewah Ngagel Jaya Baru Renovasi*

Bangunan 2,5 lantai
Luas Tanah: 12 x 25: 300m2
Luas Bangun:
Kamar tidur 6 + 1
Kamar mandi 3
Hadap:
PLN 4400
PDAM
Sertifikat: *Surat ijo sdh bayar 20 thn*
Garasi 2 mobil masuk
Carport 1 mobil

*Harga*
Sewa: 155 jt
Jual  : 4M

*Selling Poin*
Tandon atas bawah
Ruang tamu
Ruang keluarga atas bawa
Gudang
Ruang santai




Info survey


Lina E
082331491xxx
Be the Best Property 
FB : Property Jaya 
Tiktok : property_jaya_",Disewakan Rumah Mewah 2.5 Lt Lokasi Ngagel
,50 m²,,,Rp 65 Juta/tahun,,https://www.rumah123.com/properti/tangerang/hor18420716/,,Tangerang,Lainnya,2200 Watt,68 m²,Bagus,BSD,"BSD, Tangerang","*DISEWAKAN*
Invensihaus R  Tabebuya ( Hook )
furnished developer 
+ electronic :
3 AC 
Kulkas 
Water heater 
Gorden + rollerblind
Hadap  selatan
harga 65 jt / tahun ( nett) 
Deposit  6 jt

survey hanya bisa weekend ( kabarin H - 1 )

Hubungi  :
Evy lianawati
08158161xxx",Invensihause R Tabebuya (hook)bsd
3,144 m²,3,1,Rp 60 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39175363/,,Tangerang,SHM,Lainnya,105 m²,Sudah Renovasi,Gading Serpong,"Gading Serpong, Tangerang","Rumah di Gading Serpong.
sewa min. 2 tahun
Temukan rumah 2 lantai yang asri ini,  disewakan dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di area strategis serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian aman.

Spesifikasi Utama Properti:

  - Kamar Tidur: 3
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Unfurnished

Fitur unggulan:

  - Siap Huni.
  - Bebas Banjir.
  - Free Biaya Notaris.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Dekat Fasilitas Kesehatan.
  - Dekat Universitas.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Pemandangan City View.
  - Ada Kebun Pribadi.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.

Terletak di Gading Serpong, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 5.000.000, anda bisa memiliki hunian istimewa yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Ambil kesempatan untuk menikmati pengalaman tinggal di kawasan Gading Serpong yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!",Rumah Siap Huni Di Gading Serpong
1,100 m²,2,1,Rp 30 Juta per tahun,2,https://www.rumah123.com/properti/surabaya/hor18162268/,,Surabaya,SHM,2200 Watt,72 m²,Baru,Citraland,"Citraland, Surabaya","Disewakan
Rumah di Northwest Lake
LT 72m2 (6x12)
LB 100m2
KT 1 KM 2
Bagian belakang sudah diplester dan tertutup
Kosongan
Hadap Utara
Harga 30jt/th (nego)
Sewa minim 2th

Maria Indah
XMarks HR Muhammad 
wa.me/62818533xxx/",Disewakan Rumah Northwest Citraland Terawat
4,480 m²,4,1,Rp 685 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39353101/,,Jakarta Selatan,SHM,Lainnya,550 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Sistem 1 pintu, keamanan 24/7.

Lokasi strategis dekat ke Jalan Kemang Timur Raya, Jakarta Selatan.

Dekat ke pusat bisnis, perkantoran, kuliner, dan fasilitas publik.

Harga USD 3500/bulan, minimum masa sewa 1 tahun.

100625
95551",Modern Bagus Siap Huni Dalam Compound Kemang Jakarta Selatan
3,128 m²,3,,Rp 90 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39002225/,,Tangerang,Lainnya,Lainnya,112 m²,Bagus,BSD,"BSD, Tangerang","Rumah semi furnish, baru serah terima",Disewakan Rumah Brand New Di Hiera Bsd
3,140 m²,3,1,Rp 87 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39245338/,,Tangerang,PPJB,Lainnya,144 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","DI  SEWA CEPAT !!!!

Cluster Granada 
At Alicante 
Lebar 8 X 18 
LT : 144 m2 
LB : 140 m2
KT : 3+1
KM : 3+1
4 Unit AC 
Surat PPJB 
Siap AJB 
Hadap Selatan",Rumah Siap Huni Di Granada Alicante Dekat Ke Ruko Anniva Dan Mal Summarecon Serpong
2,39 m²,1,,Rp 21 Juta/tahun,1,https://www.rumah123.com/properti/tangerang/hor9901229/,,Tangerang,PPJB,1300 Watt,72 m²,Sudah Renovasi,BSD Natura,"BSD Natura, Tangerang","Disewakan 
1 unit rumah minimalis dengan lingkungan asri di Serpong Natura City, cluster Edelweiss.
Dekat Puspitek

Edelweiss adalah cluster terbaik.
Rumah 1 lt dengan 2 kamar
LT 72 m2, LB 39 m2
2KT, 2KM
Disewakan /tahun
Harga 21jt /th 

Berada di lokasi yg strategis dg lingkungan asri.
*Akses TOL Alam Sutra dan TOL JORR 2
*Akses Stasiun Kreta Api Rawabuntu, Stasiun Serpong dan Stasiun Cisauk
*Rencana Monorel / MRT
*Serpong Natura berdekatan dengan AEON MALL, ICE indonesia Convention Exhibition, GIANT bsd, ITC bsd, Eka Hospital

Fasilitas Alam yg ada:
*Mountain Bike
*River Walk
*Jogging Track

Hub: Meti Lim
WA 0812,9251918",Rumah Minimalis Rapi 1 Lantai Cluster Edelweiss Serpong Natura City
6,250 m²,3,,Rp 85 Juta/tahun,1,https://www.rumah123.com/properti/samarinda/hor39452088/,,Samarinda,SHM,4400 Watt,300 m²,,Sungai Kunjang,"Sungai Kunjang, Samarinda","Rumah Disewa Samarinda Rumah luas dekat Bigmall di dalam perumahan 
cocok untuk mess ataupun untuk di huni pribadi 
Luas tanah 300m²
Luas Bangunan 250m²
Kamar tidur 6
Kamar mandi 3

* Fasilitas 
Garasi 
Ac",Rumah Luas dua lantai dekat Bigmall
4,180 m²,4,1,Rp 100 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor39327275/,,Jakarta Utara,SHM,Lainnya,90 m²,Bagus,Kelapa Gading,"Kelapa Gading, Jakarta Utara","RUMAH SIAP HUNI 2 LANTAI GADING INDAH UTARA KELAPA GADING
Sewa Rumah
GADING INDAH UTARA - Jakarta Utara
LT 90 LB 180
KT 3+1 KM 3+1
Dimensi 6 x 15
Listrik 3500
Rp 100jt (Nego)
SHM
Hadap timur


#HW",RUMAH 2LT SIAP HUNI DI GADING INDAH KELAPA GADING
3,120 m²,3,2,Rp 70 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor9366670/,,Tangerang,Lainnya,2200 Watt,120 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","Rumah Luas Disewakan. Siap Huni. Semi Furnished, Sudah Ada 2 Unit Ac, Water Heater Hemat Listrik Solahard. Carport Untuk 2 Mobil Sudah Berkanopi. Listrik 2200 W.
Rumah kondisi tersewa, ready awal Agustus 2025.","Rumah 2 Lantai Luas & Nyaman, Siap Huni Di Cluster Trimezia"
3,62 m²,2,1,Rp 75 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor38860742/,,Jakarta Utara,Lainnya,Lainnya,45 m²,Bagus,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","Disewakan unit pik 2
UK 4,5x10
2 lantai
Kt 2+1
Furnish","Disewa unit Furnish 4,5x10 pik 2 bossqu"
4,115 m²,3,1,Rp 75 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor39340865/,,Jakarta Timur,PPJB,4400 Watt,140 m²,Bagus,Cakung,"Cakung, Jakarta Timur","Disewa Rumah Murah Siap Huni Cluster Palm Spring L7 Plus AC di Jakarta Garden City, Cakung, Jakarta Timur 037

luas tanah 140m2 (7x20) 
luas bangunan 115m2

4+1 kamar tidur
3+1 kamar mandi

Semi Furnished :
- AC 3 unit
- water heater
- korden

listrik 4.400 

ada joging track di belakang rumah,tembok dgn rumah belakang tidak nempel

Harga 75 juta nego

Fasilitas Cluster : Sistem keamanan 24 jam, Club House, Swimming Pool, Taman bermain anak, Jogging track.

Keunggulan yang tersedia di kawasan JGC :
- Tidak banjir
- Lokasi Terdepan dan Premium
- Lingkungan yang asri dan hijau
- Akses mudah ke Metland Menteng, Bekasi & Harapan Indah, Kelapa Gading
- Dikelilingi komplek Perumahan Mewah
- 5 menit ke gerbang tol JORR Cakung Timur
- Fasilitas sekitar kawasan dekat dengan Kolam Renang, AEON, IKEA, Food Garden, Modern Market, Rumah Sakit Mayapada (on progress), SIS (Singapore International School) on progress, Sekolah  St. Yoseph & Global Mandiri, Mie Gacoan, Mcdonald, Sambal Bakar, Pizza Hut, A&W, Richeese, Sederhana,, SPBU Shell, B-Quick, Children Playground, Mini Forest, Taman Semut dll.

-L

Minat Hubungi :
Desy, 081218346xxx","Disewa Rumah Murah Siap Huni Cluster Palm Spring L7 Plus AC di Jakarta Garden City, Cakung 037"
4,800 m²,4,,"Rp 1,27 Miliar/tahun",2,https://www.rumah123.com/properti/jakarta-selatan/hor39385773/,,Jakarta Selatan,Lainnya,Lainnya,563 m²,Bagus,Mega Kuningan,"Mega Kuningan, Jakarta Selatan","Disewakan Rumah 2 Lantai Luas dan Asri di Mega Kuningan 

Luas tanah 563 m2 
Luas bangunan 800 m2 
Kamar tidur 4
Kamar mandi 4
ruang karaoke
ruang gym
kamar asisten
dapur bersih
dapur kotor
Garasi 2 mobil 
Carport 2 mobil 
Harga USD 6500 perbulan

Hubungi 
Liana
0813 85000 676","Mega Kuningan Area, Rumah 2 Lantai  Luas dan Asri, Lokasi Strategis Dekat dengan Kawasan Pejabat Luar Negeri"
5,400 m²,5,2,Rp 450 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39399567/,,Jakarta Selatan,SHM,Lainnya,600 m²,Bagus,TB Simatupang,"TB Simatupang, Jakarta Selatan","Available Luxuries Private Home for Lease at TB Simatupang South Jakarta 

Was located at Prime area, nearby Oleos Plaza, PHE Tower, Arcadia Park, Shopping mall, International School and business center. Available 11 houses for lease. Please contact for more info",For Lease Exclusive Private Home At Tb Simatupang South Jakarta
7,300 m²,7,4,Rp 120 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor19239505/,,Jakarta Timur,SHM,10000 Watt,200 m²,Sudah Renovasi,Pondok Bambu,"Pondok Bambu, Jakarta Timur","Rumah Usaha Salon dan Kost :
* Di Jl. Mesjid Alwustho No.5 Pdkbambu
Jakarta Timur
* Dua (2) lantai
* Menghasilkan Passive Income
* Sudah Berjalan 15 th
* Bebas Banjir
* Lokasi Pinggir Jln Raya 4 Mobil 2 Arah
* Parkir Luas Bisa 4 Mobil 6 Motor
* Sangat Strategis dan Ramai Selalu
* Dilalui JakLingko
* Dkt Halte Busway TransJakarta
* Dkt Tol Dalam dan Luar Kota
* Dkt Stasiun Kereta Cepat KCIC
* Dkt Bandara Halim PK
* Dkt Segala Fasilitas
* Bangunan Kokoh
* Lgsg owner 0822 466 7xxx
* Tanpa perantara",Rumah Salon Dan Kost Strategis Menguntungkan
3,350 m²,3,3,Rp 140 Juta per tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor13497223/,,Jakarta Utara,SHM,5500 Watt,200 m²,Bagus,Taman Grisenda,"Taman Grisenda, Jakarta Utara","Rumah 3 lantai, ukuram 16 x 12.5m, selangkah club house, banyak kamar, air dan IPL murah",Rumah Grisenda Siap Huni Samping Club House
1,55 m²,1,1,Rp 11 Juta/bulan,1,https://www.rumah123.com/properti/badung/hor10033209/,,Badung,SHM,3500 Watt,55 m²,Bagus,Nusa Dua,"Nusa Dua, Badung","hotel bintang 4 yang menawarkan penawaran terbaik, yaitu menginap long stay dengan harga terjangkau sudah bisa menikmati semua fasilitas hotel, luas tanah 8 hektar, dilengkapi dgn pool besar, gym, spa, restaurant, jogging track, ruang meeting room untuk 1000 orang. lokasi dinusa dua,dekat dengan gerbang tol,dekat bandara,dan lain2. dalam 1 ruangan tersedia 1 living room, 1 kitchen, 1-2 bedroom.
menyewa disini sudah include breakfast, cleaning room, wifi,pool, dll. ayo buruan tinggal disini
harga sewa mulai 11 jt/ bln.
3 bulan 33 jt

untuk informasi lbh lanjut bisa menghubungi : welly
spesialis daerah nusa dua dan jimbaran","Long Stay Di Hotel Bintang 4 Di Nusa Dua,include Breakfast"
2,110 m²,3,1,Rp 175 Juta/tahun,1,https://www.rumah123.com/properti/denpasar/hor39364735/,,Denpasar,SHM,Lainnya,115 m²,Bagus,Renon,"Renon, Denpasar","Ready 1unit rumah sewa
Lokasi perumahan smart residence
Spek :
2 Bedroom
- 180 x 200 cm
- 160 x 200 cm
3 kamar mandi
Living & kitchen
Swimmingpool 500 x 250 cm
Garasi
Listrik 4400 w
Sumber air PDAM dan sumur bor
Waterheater 50L
AC 1 PK = 2
CCTV
Pintu utama smart lock

Harga sewa/ tahun = 185jt(sdh termasuk internet, maintanance pool)

kur",Rumah Dalam Perumahan Area Tukad Balian Renon
3,170 m²,2,,Rp 40 Juta/tahun,1,https://www.rumah123.com/properti/depok/hor39452812/,,Depok,SHM,2200 Watt,210 m²,,Sukmajaya,"Sukmajaya, Depok","Rumah Disewa Depok di Sewakan Rumah murah aman besar lokasi sangat strategis di cimanggis depok 
Listrik 2200
Kamar 3
Ruang keluarga
Ruang makan 
Garasi muat 2 mobil 
Listrik jett pum",RUMAH BESAR MURAH CIMANGGIS DEPOK
4,500 m²,3,3,Rp 782 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-pusat/hor39121306/,,Jakarta Pusat,SHM,16500 Watt,700 m²,Bagus,Menteng,"Menteng, Jakarta Pusat","DISEWAKAN  CEPAT 
RUMAH SIAP HUNI Harga $.4.500/ month lokasi strategis 
AREA TENANG
KHUSUS HUNIAN
EX KEDUTAAN Belanda, itali, australia, prancis Area Menteng Jakarta Pusat

Spesifikasi :
LT 700m2
LB 500m2
KT 4+2
KM 3+1
Swimming pool
1 lantai 
Area servis 1.5lantai
Garasi 2
Carport 1

KHUSUS UNTUK HUNIAN

Harga $4000/month (Nego)

Atau harga Rp.782 juta/ tahun","Disewakan Cepat Rumah Siap Huni Harga Rp.782 Juta Lokasi Strategis Area Tenang Khusus Hunianex Kedutaan Belanda, Itali, Australia, Prancis Area Menteng Jakarta Pusat"
4,312 m²,3,1,Rp 130 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-barat/hor39356564/,,Jakarta Barat,SHM,Lainnya,216 m²,Bagus,Duri Kepa,"Duri Kepa, Jakarta Barat","Rumah 2 lantai di Duri Kepa, Jakarta Barat.

For rent rumah di wilayah yang asri dengan pemandangan Lokasi di Pusat Kota. Properti 2 lantai ini berada di lingkungan Lokasi di Pusat Kota.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Semi Furnished

Tentunya properti ini layak untuk anda dapatkan karena:

  - Full Furnished.
  - Siap Huni.
  - Bebas Banjir.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Akses Jalan Muat 2 Mobil.

Keberadaan rumah berikut dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 10.833.333, anda dapat langsung dapatkan rumah terbaik di daerah Duri Kepa ini.

Tersedia juga untuk rental period Yearly.",Disewakan Rumah Siap.huni Durikepa Jakarta
4,255 m²,4,,Rp 550 Juta/tahun,2,https://www.rumah123.com/properti/badung/hor39367760/,,Badung,SHM,7700 Watt,300 m²,Bagus,Canggu,"Canggu, Badung","Villa (4 bedrooms/4bathrooms villa) is available for monthly or yearly rent from 16th of June (can agree earlier dates if needed)
Location: Padonan, Canggu
Located on a quiet lane, it’s within walking distance to a yoga center, the popular Baked cafe, a kindergarten, and gyms like MMA. Plus, it's just a 10-minute bike ride to the beach.
Features:
The villa is equipped with aircons, fridge, TV, microwave and washing machine. Spacious rooms, enclosed living area, joglo modified style, private swimming pool, 3 ares land, rooftop and backyard, large parking.
Included in rent: 
* Housekeeping (4x/week) 
* Gardener & pool maintenance (2x/week)
* Linen change (1x/week) 
* WiFi & rubbish collection Ideal for families or groups seeking comfort.

Monthly price 70 mil  
Yearly price 550 mil",For Rent Luxuri Villa 4 Bedrooms  In Padonan Canggu
3,200 m²,3,1,Rp 65 Juta/tahun,2,https://www.rumah123.com/properti/bogor/hor19318134/,,Bogor,Lainnya,2200 Watt,180 m²,Bagus,Cibubur,"Cibubur, Bogor","0587E-NV, MD

Ket:
KT 3+1
KM 3+1

Perumahan LEGENDA WISATA CIBUBUR dekat dengan:
*Akses 6 pintu tol (CIBUBUR, JATIKARYA, CIMANGGIS, GUNUNGPUTRI, KOTAWISATA, NAROGONG)
*KEAMANAN 24JAM, FEEDER BUSWAY
*RS. EKA HOSPITAL, RS. PERMATA CIBUBUR, RS. MELIA CIBUBUR, RS. MITRA KELUARGA, RS. EKA HOSPITAL
*SEKOLAH2 SWASTA AL-AZHAR, BPK PENABUR, LAB SCHOOL

Fasilitas Umum dalam perumahan :
*Sekolah International Global Mandiri 
*Sekolah Kristen Ketapang3
*Kompleks Ruko-ruko
*Kuliner
	
*Masjid Besar di Boulevard 
*Sport Club 
*Kolam Renang",Rumah Sewa Bagus Siap Huni Di Legenda Wisata Cibubur
4,79 m²,3,2,Rp 80 Juta/tahun,2,https://www.rumah123.com/properti/depok/hor38942058/,,Depok,SHM,Lainnya,113 m²,Bagus,Sawangan,"Sawangan, Depok","Unlocking Exceptional Experiences!
Home Shila at Sawangan
Jl. Raya Bojongsari No.53, Depok, Jawa Barat 

LT: 113 M2
LB: 79 M2

4 Bedroom
3 Bathroom
Kitchen
Living Room
Dining Room

No pets allowed.

Sport Facility, Swimming Pool,  surrounded by public facility (toll access, hospital, and MRT), one gate system, and very safe!",Unlocking Exceptional Experiences at Shila Sawangan
2,55 m²,2,1,Rp 45 Juta/tahun,,https://www.rumah123.com/properti/batam/hor39388953/,,Batam,Lainnya,Lainnya,126 m²,Bagus,Batam Centre,"Batam Centre, Batam","Dijual Rumah Orchard Park Cluster Carica Di Batam Centre
Posisi bangunan Badan, ada 2 kamar tidur, 2 kamar mandi.
Rumah dengan Sistem Cluster One Main Gate dengan keamanan Security 24 jam,
akses jalan sangat mudah. Posisi Strategis, row jalan lebar, dilengkapi Fasilitas Club
House, dekat dengan RS Elisabeth & Kampus UNIBA, hanya 5 menit ke Mega Mall &
Terminal Ferry Batam Centre, 15 menit ke Bandara Hang Nadim.",Dijual Rumah Orchard Park Cluster Carica Di Batam Centre
3,300 m²,3,2,Rp 450 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor18670722/,,Jakarta Selatan,SHM,10600 Watt,300 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Disewakan rumah cantik modern furnish dalam Compound area Kemang Bangka Jakarta Selatan 

Luas tanah -+300 m
Luas bangunan -+300 m
Kamar tidur 3 
Kamar mandi 3 
Pool
Garasi 1 mobil 
Carport 1 mobil 

Harga Rp.450 juta/ thn",Disewakan Rumah Cantik Modern Furnish Siap Huni Dalam Compound Kamar Tidur 3 Private Pool Harga Rp.450 Juta Area Kemang Bangka Jakarta Selatan
3,100 m²,3,,Rp 180 Juta/tahun,2,https://www.rumah123.com/properti/denpasar/hor39403729/,,Denpasar,SHM,4400 Watt,100 m²,Bagus,Sanur,"Sanur, Denpasar",FOR RENT,FOR RENT FURNISHED VILLA IN SANUR – PRIME LOCATION! (271A)
4,430 m²,4,2,Rp 80 Juta per bulan,2,https://www.rumah123.com/properti/jakarta-selatan/hor17508961/,,Jakarta Selatan,SHM,23000 Watt,410 m²,Bagus,Cipete,"Cipete, Jakarta Selatan","*[FOR RENT ; CIPETE] : Modern  House at CIPETE Jakarta Selatan.*
_________________________________________ 

*SPESIFIKASI:* 

• Luas Tanah : 410 m²
• Luas Bangunan : 430 m²
• Kamar Tidur :  4
• Ruang Kerja : 1
• Ruang Tamu : 1
• Ruang Keluarga : 1
• Kamar Mandi:  4
• Dapur Bersih : 1
• Dapur Kotor : 1
• Kamar ART :  2
• Kamar Mandi ART : 1
• Garasi Mobil : 2.
__________________________________________ 

*FASILITAS:* 

• Wardrobe in Every Bedroom 
• Kitchen Set Cabinet 
• Private Swimming Pool
• Gas Stove & Oven
• Cooker Hood
• Refrigerator
• Listrik 23.000 WATT
• Water Filter
• Solar Water Heater.
__________________________________________
*HARGA:* 

• $ 4.800/mth (negotiable)
☆Showing Available : PIERE 08567155xxx",For Rent Rumah 2 Lantai + Swimming Pool Di Cipete Jakarta Selatan
7,480 m²,7,4,Rp 500 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor19343901/,,Jakarta Selatan,SHM,Lainnya,650 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Luas tanah 650m2 
Luas bangunan 480m2
Balkon 2
Kamar tidur 7
Kamar mandi 7
Powder room 2
Kamar tidur ART 3
Kamar mandi ART 1
Ruang serbaguna
Dapur 
Service area 
Gudang 
Kolam renang 
Garasi 2 mobil 
Carport 4 mobil
Harga sewa Rp 500.000.xxx per tahun nego",Disewakan Rumah Klasik Terawat dan Nyaman Area Kemang
4,500 m²,4,,Rp 56 Juta/bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor2119498/,,Jakarta Selatan,Lainnya,Lainnya,700 m²,,Prapanca,"Prapanca, Jakarta Selatan","The house is designed as modern, homey and lovely with land size 700 m2, building 500 m2, 4 bedrooms, 4 bathrooms, 2 floors, beautiful kitchen set and nice private pool and fully furnished condition, have back yard, , well maintenance house, a good value to rent. 

Please Call me for viewing this property  or other alternative

Thanks",Fabulous atmosphere house with comfort neighborhood
