city,property_condition,building_size_m2,certificate,electricity_power,district,bathrooms,building_age,description,floor_count,carports,bedrooms,title,price_in_rp,land_size_m2,location,url
Bogor,Bagus,36 m²,SHM,Lainnya,Kota Wisata,1,,"Cluster Gracia
Tapos - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 71
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
4 Menit ke Sekolah Dasar Negeri Sindangkarsa 2
4 Menit ke SD Islam Plus Cahaya Insan
4 Menit ke SD Negeri Sukamaju 4
4 Menit ke SMP PLUS CAHAYA INSAN DEPOK
9 Menit ke SD NEGERI CILANGKAP 6
10 Menit ke SMA Negeri 4 Depok
15 Menit ke SMP Negeri 12 Depok

8 Menit ke UPTD Puskesmas Jatijajar
9 Menit ke UPTD Puskesmas Sukamaju Baru
10 Menit ke Primaya Hospital Depok
10 Menit ke RS Sentra Medika Cisalak - Depok
20 Menit ke RSUD Depok Timur
20 Menit ke RSUD Anugerah Sehat Afiat

10 Menit ke Terminal Pusat Jatijajar Depok
15 Menit ke Gerbang Tol Cisalak 1
15 Menit ke Gerbang Tol Cimanggis
20 Menit ke Gerbang Tol Cisalak 2
20 Menit ke Stasiun Cibinong
25 Menit ke Stasiun Depok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Baru Renov SHM dekat Cibubur Plaza Dibantu KPRJ24464,Rp 600 Juta,71 m²,"Kota Wisata, Bogor",https://www.rumah123.com/properti/bogor/hos39310533/
Jakarta Barat,Butuh Renovasi,250 m²,SHM,Lainnya,Tomang,2,,"Rumah lama, lokasi mandala timur tomang..jalan besar lebar 3 mobil, akses semua lebar 3 mobil..nyaman,
Lokasi Dekat :
-  Universitas trisakti/ mall Taman Anggrek/Central park,
area tomang tengah2 kota sehingga kemana-mana dekat.. ada akses toll, angkutan umum hingga busway

Spec:
LT 259 ( ÃÂ± 13x20 )
1 lantai",1,2,10,"Rumah Dijl Mandala Timur, Jalan Besar","Rp 6,8 Miliar",259 m²,"Tomang, Jakarta Barat",https://www.rumah123.com/properti/jakarta-barat/hos17776727/
Jakarta Pusat,Bagus,49 m²,SHM,2200 Watt,Sawah Besar,1,,"Rumah 2 atau 3 lantai di Karang Anyar Sawah Besar.
Lokasi super strategis, deket ke jalan Raya Karang Anyar, 2 menitan dari RS.Husada / Jalan Raya Mangga Besar.
Dengan design minimalis modern, sangat cocok untuk keluarga muda. Pilihan tepat untuk berinvestasi jangka panjang.

- Bangunan 2 atau 3 lantai
- Kamar tidur    : 2 / 3
- Kamar mandi : 2
- Carport          : 1 mobil

- Legalitas SHM.
- Air PAM
- Listrik 2.200 watt

Payment : Cash bertahap (tidak bisa KPR)

info lebih lengkap bisa hubungi :
IRWAN - 081212440xxx (Marketing)",2,1,2,"Rumah Murah Di Karang Anyar Sawah Besar, Dekat Husada Mangga Besar",Rp 760 Juta,26 m²,"Sawah Besar, Jakarta Pusat",https://www.rumah123.com/properti/jakarta-pusat/hos18342258/
Jakarta Barat,Bagus,208 m²,SHM,4400 Watt,Joglo,2,,"Dijual Cepat

Rumah Mega Kebun Jeruk 
Sdh direnovasi + AC 5 dan (air panas 2)

LT : 144M2 (8x18)
LB : 208M2
2 Lantai 
KT 3 +1   KM 2+ 1
Listrik : 4.400
SHM , selatan 
Harga jual : 3.9m nego tipis

Hub : sanny gp bsd 
08129154xxx",2,1,3,Dijual Cepat Rumah Di Mega Kebun Jeruk Jakarta,"Rp 3,9 Miliar",144 m²,"Joglo, Jakarta Barat",https://www.rumah123.com/properti/jakarta-barat/hos17764474/
Jakarta Barat,Bagus,80 m²,SHM,1300 Watt,Puri Indah,2,,"Komplek Cantiga
Cengkareng - Kota Jakarta Barat

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Harga yang tertera adalah harga Not All In
Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 121
LB 80
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
6 Menit ke SD IT Modern Plus School Al Amanah
6 Menit ke SD Negeri Petir 5
6 Menit ke SMP Negeri 176
8 Menit ke SDN Duri Kosambi 06 Pagi
8 Menit ke SD Negeri Duri Kosambi 01 Pagi
10 Menit ke SMA SANTO LEO II
10 Menit ke SMA Kristen Kalam Kudus II
20 Menit ke SMP NEGERI 105 JAKARTA

10 Menit ke Pasar Rakyat Kosambi Baru
15 Menit ke Puri Indah Mall
20 Menit ke Lippo Mall Puri
20 Menit ke Mall Matahari Daan Mogot
20 Menit ke Mall Daan Mogot Cengkareng
20 Menit ke CBD Ciledug Family Mall

5 Menit ke Puskesmas Kelurahan Duri Kosambi I
9 Menit ke Mandaya Royal Hospital Puri
10 Menit ke Puskesmas Duri Kosambi 2
15 Menit ke Puskesmas Rawa Buaya
15 Menit ke Rumah Sakit Karang Tengah Medika
20 Menit ke RS Pondok Indah
25 Menit ke RSUD Kembangan

10 Menit ke Gerbang Tol Karang Tengah Barat 2
15 Menit ke Stasiun Rawa Buaya
15 Menit ke Stasiun Dan Terminal Bis Kalideres
20 Menit ke Gerbang Tol Meruya Selatan 2
20 Menit ke Gerbang Tol Meruya Utara 4
30 Menit ke Gerbang Tol Meruya Utara 3


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah Hadap Selatan 15 Menit ke Puri Indah Mall LT 121 SHM J27520,Rp 860 Juta,121 m²,"Puri Indah, Jakarta Barat",https://www.rumah123.com/properti/jakarta-barat/hos39344497/
Depok,Bagus,36 m²,SHM,Lainnya,Citayam,1,,"Perumahan Taman Anyelir 3
Cilodong - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 72
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi

Fasilitas Sekitar Hunian:
6 menit ke Sekolah Dasar Islam Al-Azhar 46
7 menit ke SD Negeri Sukmajaya 1
7 menit ke SMA BUDI CENDEKIA ISLAMIC SCHOOL
9 menit ke SD Islam Ratujaya
9 menit ke SMP Negeri 6 Depok
10 menit ke SMP Ratu Jaya
10 menit ke SD Ratujaya 3
10 menit ke SMA Negeri 11 Depok

8 menit ke Pasar Pucung
15 menit ke Depok ITC
20 menit ke Pasar Citayam

2 menit ke RS Citra Medika Depok
7 menit ke UPTD Puskesmas Kalimulya
9 menit ke UPT. Puskesmas Cilodong
10 menit ke Puskesmas Pancoran Mas
10 menit ke RSU. Hasanah Graha Afiah
10 menit ke PUSKESMAS RATU JAYA
15 menit ke RSU Hermina Depok

8 menit ke Terminal Kampung Sawah
9 menit ke Stasiun Depok
15 menit ke Stasiun Citayam
20 menit ke Gerbang Tol Kukusan 2
20 menit ke Stasiun Depok Baru
20 menit ke Stasiun Cibinong
20 menit ke Terminal Citayam
25 menit ke Gerbang Tol Cisalak 4
25 menit ke Gerbang Tol Cisalak 1

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM 15 menit ke Stasiun Citayam Siap Huni Dibantu KPR J32737,Rp 450 Juta,72 m²,"Citayam, Depok",https://www.rumah123.com/properti/depok/hos39351113/
Jakarta Selatan,Bagus,1020 m²,SHM,16500 Watt,Tebet,4,,"Rumah Dijual Di Lokasi Terbaik Di Jalan Utama Asem Baris
200 meter Stasiun Tebet

Bangunan lux kokoh ada Swimming Pool kolam renang

Spesikasi
Bentuk Tanah Ngantong
Luas Tanah 760 m²
Luas Bangunan 1020 m²
Bangunan 2 Lantai
Surat SHM dengan IMB lengkap
Bangunan menghadap Barat
------------------------
7 Kamar Tidur
4 Kamar Mandi
3 Kamar ART & Security
3 Kamar Mandi ART
Listrik 16.000
Akses 2 Gerbang Pagar
Garasi 2 Mobil
Carport 4 Mobil
Kolam Renang
Taman Belakang
Balkon Belakang
Laundry Room

Harga : Rp 16 M (Include Semi Build In Terpasang)

Lokasi strategis 
5 Menit Tol Dalam Kota
200 Meter Stasiun Tebet
2 Km Stasiun Cawang
5 Km Kota Casablanca Kuningan

Akses mudah (akses tol, bebas ganjil genap)
Bebas banjir
Private swimming pool & sauna
Gazebo
Cctv
Semi furnished (built in wardrobe pada beberapa area rumah)
Menghadap Barat
Bentuk tanah mengantong


Info detail hubungi kami Ard Property 
Terima kasih",2,4,7,HARGA DI BAWAH NJOP LT. 760 M2 Jl Asem Baris 200 Mtr St. Tebet Jakarta Selatan,Rp 16 Miliar,760 m²,"Tebet, Jakarta Selatan",https://www.rumah123.com/properti/jakarta-selatan/hos16561136/
Jakarta Utara,Baru,1400 m²,SHM,Lainnya,Kelapa Gading,6,,"FOR SALE: KELAPA GADING
Luxury House 4 Lantai Ada Lift, Pool & Taman •  Dalam Komplek • Fully Furnished

Bangunan 4 Lantai
Luas Tanah 540 m²
Luas Bangunan 1.400 m²
Swimming Pool
Lift
Taman
Fully Furnished 

Harga Fully Furnished Rp. 45 M
Kondisi Kosong Rp. 39 M 

======================================================

Menerima Pemasaran Properti

For more info:
Ridho: 0817 600 1xxx
IG: @housejakarta 

Office: (021) 7177 - 1195

Website:
www.HouseJakarta.com",4,,6,"Luxury House Kelapa Gading 4 Lantai Dalam Komplek, Furnished Lift Pool",Rp 45 Miliar,540 m²,"Kelapa Gading, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos17326915/
Jakarta Selatan,Bagus,700 m²,SHM,Lainnya,Kebayoran Baru,3,,"Dijual rumah di area Kebayoran Baru, dekat ke Blok M, akses mudah ke CBD dan Kemang. Bisa jalan kaki ke MRT

Lt 200 m2
Lb 700 m2
Lantai : 3+1 basement (5 mobil)
KT : 5

Contact :
Artha 0816 1808 xxx",3,,5,"Rumah B New Dekat MRT, Akses mudah ke CBD & Kemang","Rp 13,9 Miliar",200 m²,"Kebayoran Baru, Jakarta Selatan",https://www.rumah123.com/properti/jakarta-selatan/hos7846768/
Jakarta Selatan,Renovasi Total,320 m²,SHM,Lainnya,Senopati,3,,"Dijual Rumah Lama 
Area Jl. Senopati  
Jalan depan rumah sangat lebar
bagus untuk hunian atau usaha atau klinik

Luas tanah 368m2 
Luas bangunan 320m2
2 Lantai
4 Kamar Tidur
3 Kamar Mandi
2 Kamar Art + 1 Kamar Mandi Art
Garasi 2 + Carport 4 mobil
SHM

Turun harga buka harga rp 23.5M Nego 

Hubungi
Riza",2,4,4,Dijual Murah Rumah Area Senopati . Luas 368m Hanya Rp 23.5 Milyar,"Rp 23,5 Miliar",368 m²,"Senopati, Jakarta Selatan",https://www.rumah123.com/properti/jakarta-selatan/hos39342269/
Jakarta Utara,Bagus,600 m²,PPJB,Lainnya,Pantai Indah Kapuk,6,,"Dijual Rumah di PIK

Luas tanah :10x25m2
Luas bangunan: 600+-m2
3lantai (Lt 1➡1KT)(Lt2➡2KT)(Lt3➡2KT) & Rooftop 
Kamar Tidur : 5+1
Kamar Mandi:7+1
Carpot 2mobil
Swimmingpool⛲
PPjb ready Ajb 
Listrik: 10000 watt
Hadap: Tengara (S&T)
Harga Rp.11,5M 

Hub.
Samuel Hendry
0818-678-xxx
AVENUE PROPERTY PIK",3,2,5,Dijual Rumah Mewah Pik Full Furnish & Marmer,"Rp 11,5 Miliar",250 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39366321/
Jakarta Utara,Bagus,100 m²,SHM,Lainnya,Pantai Indah Kapuk 2,3,,"Dijual rumah PIK2 6x12.5 murah siap huni

LT.6x12,5m
LB.100m
KT 3+1
Km 3+1
hadap Utara

Harga 2,45Milyar


Hub 
Violine 082122099xxx",2,1,3,Dijual Rumah Pik2 6x12.5 Murah Siap Huni,"Rp 2,45 Miliar",72 m²,"Pantai Indah Kapuk 2, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos17213021/
Jakarta Utara,Bagus,228 m²,SHM,4400 Watt,Pantai Indah Kapuk 2,3,,"PIK2
Villa Pasir Putih 5
Type Jati 8X20
Luas Tanah : 160M2
Luas Bangunan : 228M2
Kamar Tidur : 3+1
Kamar Mandi : 3+1
Ppjb Bisa Shm

Over Credit
Sisa Cicilan 12x
Per Bulan 108 Juta

More Info :
Richard Infinite
0812 9119 6xxx",2,2,3,Over Credit Rumah Pik2 Pasir Putih High Ceilling 8x20,"Rp 5,3 Miliar",160 m²,"Pantai Indah Kapuk 2, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos15702136/
Tangerang Selatan,Bagus,400 m²,SHM,7700 Watt,Bintaro,3,,"(CPA3 7129) Rumah di Bintaro -

LT: 400 m2
LB: 400 m2
 Lantai: 2
KT : 3+1
KM: 3+1
Garasi : 2
Carport : 2
Listrik : 7700
AC : 8
Air: PAM
Fasilitas Lainnya : Whirpool
Solarhart
Surat : SHM
IDR: 6,6 M (Nego Tipis)

Untuk info & survey lokasi silahkan hubungi:
Dewi Rahma (Telp/WA 081770002xxx)

Century21 Prima Arcade3
Ruko Althia Blok AB No.21
Jl. Graha Raya Bintaro, Parigi Baru, Pondok Aren
Tangerang Selatan, Banten 15228",2,2,3,Rumah Hook Luas di Bintaro Jaya Sektor 9 Dwaf 7129,"Rp 6,6 Miliar",400 m²,"Bintaro, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos18389100/
Jakarta Utara,Bagus,95 m²,SHM,2200 Watt,Kelapa Gading,1,,"*Dijual*
Rumah 1 lantai
Kelapa Molek Kelapa Gading
LT 102 m2 (6x17m)
LB 95 m2
Listrik token 2200 watt
Air pam
AC 2
Water heater
KT 2+1
KM 2
Hadap timur laut
SHM
Carport muat 2 mobil
Kondisi rapih, siap huni
Sudah tinggi dari jalan
Jalan depan muat 2 mobil

*Harga Jual: Rp 2.050.000.xxx (nego)*

Contact
Silvia AOKG
081212566xxx",1,2,2,Dijual Rumah 1 Lantai Rapi Sudah Tinggi Dari Jalan Siap Huni Kelapa Molek,"Rp 2,05 Miliar",102 m²,"Kelapa Gading, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos19039250/
Tangerang Selatan,Bagus,66 m²,SHM,2200 Watt,Serpong,1,,"Villa Dago Tol
Ciputat - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 78
LB 66
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah

Fasilitas Sekitar Hunian:
6 menit ke SDN Serua 01 Kota Tangerang Selatan
8 menit ke Sekolah Dasar Negeri Ciater 2
8 menit ke SD Negeri Serua 02
8 menit ke SMA Negeri 9 Kota Tangerang Selatan
15 menit ke SMP Negeri 6 Tangerang Selatan
15 menit ke SMA negeri 2 kota Tangerang Selatan
20 menit ke SMP Negeri 6 Tangerang Selatan

7 menit ke Pasar Mandiri Serua
10 menit ke Pasar Jombang
10 menit ke Pasar Bukit Pamulang Dua
10 menit ke Pasar Modern BSD City
15 menit ke Bintaro Jaya Xchange Mall
15 menit ke Pamulang Square

7 menit ke Puskesmas Serua
8 menit ke Puskesmas Ciater
9 menit ke Puskesmas Pondok Benda
9 menit ke Riris Medical Center
15 menit ke Rs Insan Medika Center
20 menit ke Rumah Sakit Avisena

10 menit ke Terminal BSD
10 menit ke Stasiun Sudimara
10 menit ke Gerbang Tol Serpong 2
15 menit ke Gerbang Tol Pondok Aren 2
15 menit ke Gerbang Tol Pondok Ranji
15 menit ke Gerbang Tol Parigi
15 menit ke Stasiun Rawa Buntu
20 menit ke Stasiun Jurang Mangu
20 menit ke Stasiun Pondok Ranji

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Baru Renov 10 menit ke Gerbang Tol Serpong 2 Dibantu KPR J26471,Rp 870 Juta,78 m²,"Serpong, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39327945/
Surabaya,Bagus,30 m²,SHM,1300 Watt,Rungkut,1,,"Rumah baru gress siap huni Surabaya timur Tanpa DP alias DP 0 !

Siap pindahan bulan ini



Legalitas SHM + IMB lengkap

Ukuran tanah luas

Lokasi Medokan Ayu asli Surabaya
Bukan Surabaya coret

5 menit dari MERR ,selangkah JLLT/OERR

Dekat UPN, Superindo, Pasar, Sekolah ,Universitas Terbuka, RSUD Surabaya Timur
Dekat bandara Juanda, Wiguna, Poltek Pelayaran, UINSA, Petra Acitya. 


Tanpa DP

FREE BPHTB, AJB,BBN ,PPh FInal + SHM atas nama pembeli

+ subsidi biaya KPR hingga 25 juta


Harga mulai 500 jutaan 

Unit terbatas",1,1,2,Rumah Murah Ready Rungkut Surabaya Timur Shm Dekat Merr,Rp 595 Juta,65 m²,"Rungkut, Surabaya",https://www.rumah123.com/properti/surabaya/hos19315076/
Tangerang,Renovasi Minimum,120 m²,SHM,3500 Watt,Modernland,2,,"FOR SALE

Rumah Premier Park 2
Modern land
(Sudah Renov Full Bangunan)

Ukuran : 7 x 15
LB         : 120
Listrik    : 3500
KT         : 3
KM        : 2
Hadap   : selatan
Air         : PAM

Fasilitas :
- lapangan basket
- Taman bermain anak
- Kolam renang
- Perabot kitchen set
- Water heather

Dekat dengan Mall Tang City


Harga : 1, 75M",2,1,3,Rumah 2 Lantai Di Modernland Sudah Full Renovasi,"Rp 1,75 Miliar",105 m²,"Modernland, Tangerang",https://www.rumah123.com/properti/tangerang/hos38971734/
Tabanan,Bagus,85 m²,Hak Sewa,Lainnya,Kelating,2,,"Villa Off-Plan 2 Kamar Tidur dengan Pemandangan Laut di Pantai Kelating  

Terinspirasi dari keindahan alam Kelating, villa ini memadukan material organik, warna-warna alami, dan ruang terbuka untuk menciptakan tempat peristirahatan yang tenang. Dirancang dengan gaya Tulum, villa ini menawarkan koneksi yang harmonis dengan alam, menggabungkan kesederhanaan dan elegansi. Dengan pemandangan laut, pegunungan, dan sawah yang menakjubkan, properti ini menjadi pilihan sempurna bagi mereka yang mencari ketenangan dan kenyamanan modern.  

Detail Properti:  
• Luas Tanah: 142 m²  
• Luas Bangunan: 85 m²  
• Kepemilikan: Leasehold (30 tahun - dapat diperpanjang)  
• Harga: IDR 2 Miliar | USD 130K (Nilai tukar dapat berubah)  
• Kamar Tidur: 2  
• Kamar Mandi: 2  
• Masa Konstruksi: 1 tahun  
• Tambah USD 10K untuk membangun rooftop pribadi  

Fitur Khusus:  
• Ruang tamu dan dapur berkonsep terbuka  
• Kolam renang pribadi  
• Berlokasi di Zona Pink  
• Pemandangan laut, pegunungan, dan sawah yang menakjubkan  

Lokasi Terdekat:  
• 1 menit ke Pantai Kelating  
• 5 menit ke Pantai Pasut  
• 10 menit ke Tanah Lot & Pantai Kedungu  
• 15 menit ke Pantai Nyanyi  
• 20 menit ke Canggu  

Kelating, Tabanan, adalah destinasi investasi yang berkembang pesat, dikenal dengan pantainya yang masih alami dan lanskap hijau yang asri. Terletak hanya beberapa menit dari Tanah Lot dan Canggu, area ini menawarkan keseimbangan antara privasi dan kemudahan akses, menjadikannya pilihan ideal untuk investasi maupun tempat tinggal pribadi.",1,,2,Villa 2 Kamar Tidur Off-Plan dengan Pemandangan Laut di Pantai Kelating,Rp 2 Miliar,142 m²,"Kelating, Tabanan",https://www.rumah123.com/properti/tabanan/hos39159213/
Jakarta Utara,Sudah Renovasi,200 m²,SHM,Lainnya,Pantai Indah Kapuk 2,4,,"rumah uk 10x15 pantai indah kapuk pik2, murah boulevard full furnished bagus!

uk 10 x 15 (150 m2)
boulevard 
badan 
full furnished 
hadap selatan
SHM
siap huni
HARGA 5,7 M Nego

CP: Midi Tan
HP/WA: 0821 8888 8xxx",2,2,4,"rumah uk 10x15 pantai indah kapuk pik2, murah boulevard full furnished bagus!","Rp 5,7 Miliar",150 m²,"Pantai Indah Kapuk 2, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39253690/
Tangerang,Bagus,700 m²,SHM,Lainnya,Alam Sutera,4,,"DIJUAL Rumah Mewah Sutera Riviera Alam Sutera 

Luas Tanah 1000m2
Luas Bangunan 700m2
SHM
2 lantai
5+1 kamar tidur
4+1 kamar mandi
Lantai dari batu alam andesit
Kayu Ulin
Anti Gempa
Anti Rayap
FULL FURNISHED
Ada Kolam Renang

HARGA 39,5M Nepissss


Ref no. 263C",2,2,5,Rumah Mewah Siap Huni Sutera Riviera Alam Sutera Full Furnished,"Rp 39,5 Miliar",1000 m²,"Alam Sutera, Tangerang",https://www.rumah123.com/properti/tangerang/hos17498854/
Tangerang,Bagus,98 m²,PPJB,2200 Watt,Alam Sutera,3,,"Luas tanah 98
Luas Bangunan 98
3+1 Kamar Tidur
3+1 Kamar Mandi

Akses sekitar
6 menit ke pintu tol Kunciran-Serpong
7 menit ke Banjar Wijaya
9 menit ke Modern Land
12 menit ke Universitas Binus Alam Sutera
14 menit ke Mal Alam Sutera
16 menit ke IKEA Alam Sutera",2,2,3,Rumah 4 Kamar Tidur di Alam Sutera dekat Akses Tol dan Binus,"Rp 2,03 Miliar",98 m²,"Alam Sutera, Tangerang",https://www.rumah123.com/properti/tangerang/hos38895341/
Tangerang Selatan,Bagus,36 m²,SHM,1300 Watt,Pamulang,1,,"Cluster Lavender Tangerang
Cisauk - Kabupaten Tangerang

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Timur

Fasilitas Sekitar Hunian:
4 Menit ke SD Negeri Rahayu Suradita
5 Menit ke SD Zakaria
6 Menit ke SMP AL-Barkah
6 Menit ke SMAN 28 Kabupaten Tangerang
7 Menit ke SDN Cibogo
8 Menit ke SMP Negeri 3 Cisauk
10 Menit ke SMAN 2 Kota Tangerang Selatan

15 Menit ke AEON Mall BSD City
20 Menit ke The Breeze BSD City
25 Menit ke ITC BSD City
30 Menit ke Mall Paradise Walk Serpong
30 Menit ke Living World Alam Sutera

4 Menit ke Rumah Sakit Selaras
9 Menit ke Puskesmas Suradita
10 Menit ke Puskesmas Cisauk
20 Menit ke Puskesmas Pagedangan
25 Menit ke Eka Hospital
25 Menit ke RSU Hermina Serpong

10 Menit ke Gerbang Tol BSD Barat 1
10 Menit ke Stasiun Cisauk
20 Menit ke Stasiun Serpong
25 Menit ke Terminal BSD
25 Menit ke Gerbang Tol Legok
30 Menit ke Gerbang Tol BSD Timur 2
30 Menit ke Gerbang Tol Serpong 3


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah 1 Lantai Seken Dekat UNPAM Kampus 2 Viktor Dibantu KPR J-30363,Rp 500 Juta,60 m²,"Pamulang, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39351920/
Tangerang,Bagus,150 m²,SHM,2200 Watt,Gading Serpong,3,,"Jarang ada rumah dekat sekali ke lapangan GOLF PHG Summarecon Serpong.

Berlokasi di cluster favorit Pondok Hijau Golf (PHG) Summarecon Serpong

Dekat sekali ke lapangan GOLF !!

SIAP HUNI :
  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM 
- Sertifikat Hak Milik
  - Kondisi Perabotan: Semi Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Pemanas Air.
  - Keamanan 24 jam.
  - CCTV.
  - Akses Parkir.
  - Kolam Renang.
  - One Gate System.
  - Taman.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bisa KPR.
  - Dekat Fasilitas Kesehatan.
  - Dekat Pusat Perbelanjaan.
  - Lokasi di Pusat Kota.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Properti Eksklusif.
  - Properti Mewah.

Lokasi Strategis terletak di Gading Serpong, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti premium ini milik Anda.",2,1,4,Jarang Ada Rumah Cluster Golf Phg Summarecon Serpong Semifurnished Cantik !.,"Rp 3,5 Miliar",160 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos19428990/
Tangerang,Bagus,48 m²,PPJB,Lainnya,BSD,2,,"Tabebuya, Inspirahaus BSD City
Rumah Murah Siap Huni
- LT: 40m2
- LB: 48m2
- KT: 2
- KM: 2
- 2 Lantai
- Hadap Selatan
- Listrik 2200 Watt
- PPJB siap AJB ( Bisa KPR )
- Furnished + AC
- Harga Rp.950.000.xxx/net

Untuk Info dan Survey Hubungi:
Raymond GP Bsd
☎️08561119xxx
Jual Beli Properti Baru dan Second - Tangerang Selatan dan Jakarta",2,,2,Rumah Murah Siap Huni di Tabebuya BSD,Rp 950 Juta,40 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos39384363/
Tangerang,Bagus,61 m²,PPJB,Lainnya,Gading Serpong,2,,"*Dijual*
Cluster Baroni daerah Symphonia Gading Serpong

LT= 5x12m/ 60m
LB 61m
2lt, 2kt, 2km, Selatan
2200watt token
PPJB blm siap AJB
Hrg 1,58M nego",2,,2,"Rumah Dijual Di Cluster Baroni, Perumahan Symphonia Summarecon Serpong","Rp 1,58 Miliar",60 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos39164694/
